name,exp,variant,workload,rc,insts,cycles,cpi,ipc,sim_ms,host_s,l1d_acc,l1d_miss,l1d_mr,l1d_mshr_miss,l1d_miss_lat_cyc,l1d_hit_lat,l1d_amat,l1d_mpki,l1d_repl,l1d_wb,l1i_acc,l1i_miss,l1i_mr,l2_acc,l2_miss,l2_mr,l2_miss_lat_cyc,l2_mpki,victim_hits,victim_miss,dram_rd,dram_wr,dram_bytes,dram_lat_cyc,dtlb_acc,dtlb_miss,dtlb_mr,dtlb_mpki,itlb_acc,itlb_miss,page_faults,penalty_cyc,penalty_frac,pf_issued,pf_useful,pf_accuracy,program_output
l1dassoc_1way_matmul,l1dassoc,1way,matmul,0,6862544,24728133,3.6033478255294247,0.2775196979084511,12.364,4.01,1881623,122554,0.06513206949532398,122554,29.766135744,2.0,3.938730021885455,17.858391873334437,121530,121516,8772200,117,1.3e-05,122671,3632,0.02960764972976498,151.08920704800002,0.5292497942453994,0,0,3632,0,232448,49.53704,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dassoc_1way_stream,l1dassoc,1way,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,3.94,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dassoc_1way_stride,l1dassoc,1way,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.77,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1603145,1603132,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dassoc_2way_chase,l1dassoc,2way,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,2.92,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dassoc_2way_matmul,l1dassoc,2way,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.97,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dassoc_2way_stream,l1dassoc,2way,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.01,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dassoc_2way_stride,l1dassoc,2way,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.82,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1603145,1603132,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dassoc_4way_chase,l1dassoc,4way,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,3.0,632806,518437,0.8192668843215772,518437,31.591333180000003,2.0,27.881733105943468,164.0145906887868,517413,517400,4359367,114,2.6e-05,518551,17578,0.03389830508474576,186.751678234,5.561039191121572,0,0,17578,0,1124992,84.52884,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dassoc_4way_matmul,l1dassoc,4way,matmul,0,6862544,24460993,3.5644205705639194,0.2805505074957505,12.23,4.03,1881623,111589,0.05930465348265832,111589,30.097079462,2.0,3.7848968683339423,16.26058791025602,110565,110551,8772200,117,1.3e-05,111706,3632,0.03251392046980467,151.063325992,0.5292497942453994,0,0,3632,0,232448,49.511019999999995,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dassoc_4way_stream,l1dassoc,4way,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.05,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dassoc_4way_stride,l1dassoc,4way,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.84,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1603145,1603132,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dassoc_8way_chase,l1dassoc,8way,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,2.93,632806,518438,0.8192684645847227,518438,31.591276102,2.0,27.88173626635758,164.01490705237717,517414,517401,4359367,114,2.6e-05,518552,17578,0.0338982397136642,186.75031289199998,5.561039191121572,0,0,17578,0,1124992,84.52748,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dassoc_8way_matmul,l1dassoc,8way,matmul,0,6862544,24461481,3.564491681219093,0.2805449105882019,12.231,4.04,1881623,111611,0.059316345516609865,111611,30.099622798,2.0,3.7853996258057956,16.263793718481075,110587,110573,8772200,117,1.3e-05,111728,3632,0.0325075182586281,151.052312776,0.5292497942453994,0,0,3632,0,232448,49.5,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dassoc_8way_stream,l1dassoc,8way,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,4.03,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dassoc_8way_stride,l1dassoc,8way,stride,0,8766024,26570117,3.0310340240911957,0.3299204139748425,13.285,4.38,1863851,4169,0.002236766780177171,4169,152.439913648,2.0,2.340972534820923,0.4755861950640336,3145,3132,11098754,112,1e-05,4281,4264,0.9960289651950479,148.147983114,0.4864234914255311,0,0,4264,0,272896,46.61632,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_128KiB_chase,l1dsize,128KiB,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,2.94,632806,518368,0.8191578461645433,518368,31.595272084,2.0,27.881515029312165,163.99276160105285,516320,516307,4359367,114,2.6e-05,518482,17578,0.03390281629834787,186.84588690400003,5.561039191121572,0,0,17578,0,1124992,84.62228,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_128KiB_matmul,l1dsize,128KiB,matmul,0,6862544,22446683,3.2708982266634647,0.3057264184645901,11.223,3.73,1881623,27646,0.014692635028377098,27646,42.546806048,2.0,2.6251246928864114,4.0285351904483235,25598,25584,8772200,117,1.3e-05,27763,3632,0.1308215970896517,151.105726872,0.5292497942453994,0,0,3632,0,232448,49.55286,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_128KiB_matmulb,l1dsize,128KiB,matmulb,0,9102071,27043791,2.9711689790158746,0.3365678650600428,13.521999999999998,4.37,1995850,9404,0.004711776937144575,9404,74.645151,2.0,2.3517113009514743,1.0331714617475518,7356,7342,11175021,120,1.1e-05,9524,3633,0.38145737085258297,151.210019268,0.39913993200009096,0,0,3633,0,232512,49.65744,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_128KiB_stream,l1dsize,128KiB,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,3.86,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,194626,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_128KiB_stride,l1dsize,128KiB,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.32,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1602121,1602108,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_16KiB_chase,l1dsize,16KiB,chase,0,3160920,25523443,8.074688065499918,0.12384379333148744,12.762,2.73,632806,525986,0.831196290806345,525986,31.50900214,2.0,28.19016570577719,166.4028194323172,525730,525717,4359367,114,2.6e-05,526100,17578,0.0334118988785402,186.701046762,5.561039191121572,0,0,17578,0,1124992,84.479,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_16KiB_matmul,l1dsize,16KiB,matmul,0,6862544,42256967,6.157624198839381,0.16240029721016183,21.128,4.89,1881623,853081,0.45337509160974326,853081,26.5365739,2.0,14.031021622921223,124.30973120172344,852825,852811,8772200,117,1.3e-05,853198,3632,0.004256925121718522,150.957048458,0.5292497942453994,0,0,3632,0,232448,49.40446,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_16KiB_matmulb,l1dsize,16KiB,matmulb,0,9102071,27561889,3.0280898709755175,0.33024118920150936,13.781,4.55,1995850,30997,0.01553072625698324,30997,40.765332128000004,2.0,2.633115214054972,3.4054887069107678,30741,30727,11175021,120,1.1e-05,31117,3633,0.11675290034386349,151.0776218,0.39913993200009096,0,0,3633,0,232512,49.525040000000004,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_16KiB_stream,l1dsize,16KiB,stream,0,6820444,47146915,6.912587362347671,0.1446636328166965,23.573,3.79,1574368,196679,0.1249256844651314,196679,156.240218834,2.0,21.518416278819362,28.83668570550539,196423,65562,6822833,112,1.6e-05,196791,196786,0.999974592333999,151.24058622,28.852373833726954,0,0,196786,65556,16789888,49.73328,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_16KiB_stride,l1dsize,16KiB,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.57,1863851,1604170,0.860675021769444,1604170,26.328581136,2.0,24.660352142385374,182.99858636024726,1603914,1603901,11098754,112,1e-05,1604282,4264,0.0026578868303702217,148.13109756,0.4864234914255311,0,0,4264,0,272896,46.59956,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_256KiB_chase,l1dsize,256KiB,chase,0,3160920,25339393,8.01646134669653,0.1247433196209554,12.67,2.84,632806,518269,0.8190014001131468,518269,31.59343121,2.0,27.87506439536839,163.96144160560848,514173,514160,4359367,114,2.6e-05,518383,17578,0.03390929100684243,186.766924564,5.561039191121572,0,0,17578,0,1124992,84.54488,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_256KiB_matmul,l1dsize,256KiB,matmul,0,6862544,21867631,3.186519605557356,0.313822013916368,10.934,3.63,1881623,3521,0.0018712568883352298,3521,155.87361545000002,2.0,2.2916795766205293,0.5130750345644414,34,26,8772200,117,1.3e-05,3638,3632,0.9983507421660253,151.13821586,0.5292497942453994,0,0,3632,0,232448,49.58632,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_256KiB_matmulb,l1dsize,256KiB,matmulb,0,9102071,26901747,2.955563299824842,0.33834497811610525,13.450999999999999,4.2,1995850,3519,0.001763158553999549,3519,155.88036374,2.0,2.274841796728742,0.3866153098564052,34,26,11175021,120,1.1e-05,3639,3633,0.998351195383347,151.101844206,0.39913993200009096,0,0,3633,0,232512,49.54954,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_256KiB_stream,l1dsize,256KiB,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,3.85,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,192578,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_256KiB_stride,l1dsize,256KiB,stride,0,8766024,26569959,3.0310159999561943,0.329922375868175,13.285,4.22,1863851,4161,0.0022324745915848422,4161,152.79307858599998,2.0,2.341106665713271,0.4746735806335917,65,52,11098754,112,1e-05,4273,4264,0.9978937514626726,148.155956848,0.4864234914255311,0,0,4264,0,272896,46.624300000000005,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_32KiB_chase,l1dsize,32KiB,chase,0,3160920,25423923,8.043203560988573,0.12432857037837945,12.712,2.83,632806,521798,0.8245781487533304,521798,31.555211019999998,2.0,28.019737486392287,165.07788871594346,521286,521273,4359367,114,2.6e-05,521912,17578,0.03368000735756219,186.757480942,5.561039191121572,0,0,17578,0,1124992,84.5355,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_32KiB_matmul,l1dsize,32KiB,matmul,0,6862544,40203139,5.858343349055394,0.17069672096997202,20.101999999999997,4.76,1881623,767494,0.40788935934562875,767494,26.59619098,2.0,12.84830329986619,111.83811717637074,766982,766968,8772200,117,1.3e-05,767611,3632,0.004731563252741298,151.07488986799999,0.5292497942453994,0,0,3632,0,232448,49.52244,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_32KiB_matmulb,l1dsize,32KiB,matmulb,0,9102071,27296659,2.998950348772274,0.33345000206801867,13.648,4.36,1995850,19966,0.010003757797429666,19966,48.901983372000004,2.0,2.489203597467421,2.1935667168493853,19454,19440,11175021,120,1.1e-05,20086,3633,0.18087224932789006,151.059454996,0.39913993200009096,0,0,3633,0,232512,49.50674,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_32KiB_stream,l1dsize,32KiB,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,3.72,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,196162,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_32KiB_stride,l1dsize,32KiB,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.69,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1603657,1603644,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_64KiB_chase,l1dsize,64KiB,chase,0,3160920,25343157,8.017652139250599,0.12472479257418481,12.671999999999999,2.88,632806,518448,0.8192842672161769,518448,31.590705336,2.0,27.88176787204693,164.01807068828063,517424,517411,4359367,114,2.6e-05,518562,17578,0.033897586016715456,186.73665946,5.561039191121572,0,0,17578,0,1124992,84.51386,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_64KiB_matmul,l1dsize,64KiB,matmul,0,6862544,24657977,3.5931247945368363,0.2783092870919622,12.328999999999999,3.88,1881623,119767,0.06365090137609924,119767,29.821912546,2.0,3.8981916143121027,17.452274258642277,118743,118729,8772200,117,1.3e-05,119884,3632,0.030295952754329183,151.107929516,0.5292497942453994,0,0,3632,0,232448,49.555339999999994,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_64KiB_matmulb,l1dsize,64KiB,matmulb,0,9102071,27171349,2.9851831522738066,0.3349878211788454,13.586,4.62,1995850,14758,0.007394343262269208,14758,56.99085242,2.0,2.4214099256028057,1.6213892420746883,13734,13720,11175021,120,1.1e-05,14878,3633,0.2441860465116279,150.951555188,0.39913993200009096,0,0,3633,0,232512,49.39884,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_64KiB_stream,l1dsize,64KiB,stream,0,6820444,47146867,6.912580324682675,0.14466378009804978,23.573,3.92,1574368,196674,0.12492250858757292,196674,156.243529902,2.0,21.5183337059353,28.835952615401578,195650,65556,6822833,112,1.6e-05,196786,196786,1.0,151.24095718200002,28.852373833726954,0,0,196786,65556,16789888,49.73364,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_64KiB_stride,l1dsize,64KiB,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.53,1863851,1604169,0.86067448524587,1604169,26.32858134,2.0,24.660338192058518,182.99847228344345,1603145,1603132,11098754,112,1e-05,1604281,4264,0.0026578884871166584,148.136726078,0.4864234914255311,0,0,4264,0,272896,46.60518,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1dsize_8KiB_chase,l1dsize,8KiB,chase,0,3160920,25607889,8.10140370525037,0.12343539914594288,12.804,2.7,632806,529474,0.8367082486575664,529474,31.474486000000002,2.0,28.334962058457094,167.5062956354479,529346,529333,4359367,114,2.6e-05,529588,17578,0.03319183969425289,186.738707476,5.561039191121572,0,0,17578,0,1124992,84.51616,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1dsize_8KiB_matmul,l1dsize,8KiB,matmul,0,6862544,44128521,6.430344344604566,0.15551266719317422,22.064,5.02,1881623,931031,0.4948020937244071,931031,26.491984692000003,2.0,15.108289492516542,135.66849261731508,930903,930889,8772200,117,1.3e-05,931148,3632,0.003900561457469704,151.078744494,0.5292497942453994,0,0,3632,0,232448,49.526300000000006,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1dsize_8KiB_matmulb,l1dsize,8KiB,matmulb,0,9102071,28574821,3.1393757530566395,0.31853466378669526,14.286999999999999,4.46,1995850,73127,0.03663952701856352,73127,32.290111724,2.0,3.1830944209439327,8.03410564474832,72999,72985,11175021,120,1.1e-05,73247,3633,0.04959930099526261,151.087530966,0.39913993200009096,0,0,3633,0,232512,49.53496,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1dsize_8KiB_stream,l1dsize,8KiB,stream,0,6820444,47146915,6.912587362347671,0.1446636328166965,23.573,3.78,1574368,196679,0.1249256844651314,196679,156.240218834,2.0,21.518416278819362,28.83668570550539,196551,65562,6822833,112,1.6e-05,196791,196786,0.999974592333999,151.24058622,28.852373833726954,0,0,196786,65556,16789888,49.73328,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1dsize_8KiB_stride,l1dsize,8KiB,stride,0,8766024,64970069,7.411577814525719,0.13492403709775957,32.485,6.78,1863851,1604170,0.860675021769444,1604170,26.328581136,2.0,24.660352142385374,182.99858636024726,1604042,1604029,11098754,112,1e-05,1604282,4264,0.0026578868303702217,148.13109756,0.4864234914255311,0,0,4264,0,272896,46.59956,1863919,142,7.618356806277526e-05,0.016198906140343673,11098754,4,66,0,0.0,0,0,0.0,stride: stride=32768 lines=8 iters=200000 checksum=1605600000
l1lat_128KiB-3c_chase,l1lat,128KiB-3c,chase,0,3160920,30866879,9.76515666324994,0.1024049111022854,15.433,3.14,632806,518368,0.8191578461645433,518368,33.62073662,3.0,30.540690196104592,163.99276160105285,516320,516307,4359367,114,2.6e-05,518482,17578,0.03390281629834787,187.58954374799998,5.561039191121572,0,0,17578,0,1124992,84.4486,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_128KiB-3c_matmul,l1lat,128KiB-3c,matmul,0,6862544,33155161,4.83132217440063,0.20698267759882089,16.578,3.78,1881623,27646,0.014692635028377098,27646,45.517941112,3.0,3.668778496001777,4.0285351904483235,25598,25584,8772200,117,1.3e-05,27763,3632,0.1308215970896517,158.55534140999998,0.5292497942453994,0,0,3632,0,232448,56.054919999999996,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_128KiB-3c_matmulb,l1lat,128KiB-3c,matmulb,0,9102071,40249963,4.422066472564321,0.22613861781686606,20.125,4.76,1995850,9404,0.004711776937144575,9404,79.429604424,3.0,3.37425457825152,1.0331714617475518,7356,7342,11175021,120,1.1e-05,9524,3633,0.38145737085258297,158.38095238,0.39913993200009096,0,0,3633,0,232512,55.8804,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_128KiB-3c_stream,l1lat,128KiB-3c,stream,0,6820444,56279165,8.251539782454046,0.12118950236735034,28.139999999999997,4.13,1574368,196674,0.12492250858757292,196674,160.97845165,3.0,23.109832008661318,28.835952615401578,194626,65556,6822833,112,1.6e-05,196786,196786,1.0,153.97646174,28.852373833726954,0,0,196786,65556,16789888,51.460860000000004,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_128KiB-4c_chase,l1lat,128KiB-4c,chase,0,3160920,36356455,11.501858636093289,0.08694247005105421,18.178,3.1,632806,518368,0.8191578461645433,518368,35.580417772000004,4.0,33.14597838774616,163.99276160105285,516320,516307,4359367,114,2.6e-05,518482,17578,0.03390281629834787,186.39048811,5.561039191121572,0,0,17578,0,1124992,84.18611999999999,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
l1lat_128KiB-4c_matmul,l1lat,128KiB-4c,matmul,0,6862544,43795189,6.381771687001206,0.15669629830801735,21.898,3.88,1881623,27646,0.014692635028377098,27646,46.032879982,4.0,4.676344304880612,4.0285351904483235,25598,25584,8772200,117,1.3e-05,27763,3632,0.1308215970896517,147.11178414,0.5292497942453994,0,0,3632,0,232448,45.5614,1881687,120,6.37725615365361e-05,0.017486226682116718,8772200,5,58,0,0.0,0,0,0.0,matmul: n=96 block=0 checksum=219826053362
l1lat_128KiB-4c_matmulb,l1lat,128KiB-4c,matmulb,0,9102071,53389697,5.865664748165555,0.1704836609205705,26.695,4.6,1995850,9404,0.004711776937144575,9404,77.050510422,4.0,4.3630448180015975,1.0331714617475518,7356,7342,11175021,120,1.1e-05,9524,3633,0.38145737085258297,147.224057252,0.39913993200009096,0,0,3633,0,232512,45.67342,1995914,120,6.012283094361781e-05,0.013183812782827117,11175021,5,58,0,0.0,0,0,0.0,matmul: n=96 block=16 checksum=219826053362
l1lat_128KiB-4c_stream,l1lat,128KiB-4c,stream,0,6820444,64442567,9.448441626380921,0.10583755920213421,32.221,4.09,1574368,196674,0.12492250858757292,196674,160.78623509,4.0,24.085819833794044,28.835952615401578,194626,65556,6822833,112,1.6e-05,196786,196786,1.0,151.78836400999998,28.852373833726954,0,0,196786,65556,16789888,50.27882,1575396,4111,0.002609502626641175,0.6027466833537524,6822833,4,1026,0,0.0,0,0,0.0,stream: words=524288 passes=2 checksum=8dd97a8432780000
l1lat_256KiB-4c_chase,l1lat,256KiB-4c,chase,0,3160920,36355733,11.501630221581058,0.08694419666906454,18.178,3.22,632806,518269,0.8190014001131468,518269,35.584466754,4.0,33.14372809380572,163.96144160560848,514173,514160,4359367,114,2.6e-05,518383,17578,0.03390929100684243,186.49584708199998,5.561039191121572,0,0,17578,0,1124992,84.29074,633085,393614,0.6217395768340744,124.52513825088899,4359367,4,275,0,0.0,0,0,0.0,chase: footprint_kib=1024 nodes=16384 hops=500000 final=9930
